CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
06-14-0046-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO PARTICULAR MIXTO DE COMERCIO,0 AVENIDA ENTRE 12 Y 13 CALLE ZONA 1 CANTÓN PALÍN,78889751,CARLOS IRABEL MUÑOZ,KARLA PATRICIA SERRA TURCIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0049-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO PARTICULAR MIXTO DE COMERCIO,0 AVENIDA ENTRE 12 Y 13 CALLE ZONA 1 CANTÓN PALÍN,48299988,CARLOS IRABEL MUÑOZ,KARLA PATRICIA SERRA TURCIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-14-0416-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO PARTICULAR MIXTO DE COMERCIO,0 AVENIDA ENTRE 12 Y 13 CALLE ZONA 1 CANTÓN PALÍN,78889751,CARLOS IRABEL MUÑOZ,KARLA PATRICIA SERRA TURCIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0450-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,CENTRO EDUCATIVO NUESTRA SEÑORA DE LA ESPERANZA,"CASERÍO EL CHILTEPE, ALDEA CHAPAS",40175127,CARLOS IRABEL MUÑOZ,HUMBERTA  RAMOS PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-14-1451-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,CABECERA MUNICIPAL,59971087,CESAR EFRAIN BARRERA Y BARRERA,CLARA DELMA SALAZAR DONIS,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-1765-46,06-031,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO PARTICULAR MIXTO DE COMERCIO,"COLONIA LOU, ZONA 2",,WENDY DAVEIBA DÁVILA HERNÁNDEZ,KARLA PATRICIA SERRA TURCIOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-14-1766-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO DE COMPUTACION  ""ACCES""",ALDEA EL RIACHUELO,40738811,CESAR EFRAIN BARRERA Y BARRERA,LIDIA ESTELA SALAZAR ARREDONDO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-14-1830-46,06-031,SANTA ROSA,NUEVA SANTA ROSA,CENTRO EDUCATIVO NUESTRA SEÑORA DE LA ESPERANZA,CASERIO EL CHILTEPE ALDEA CHAPAS,52004719,WENDY DAVEIBA DÁVILA HERNÁNDEZ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-14-1996-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO ""LA ESPERANZA""",AVENIDA TEÓFILIO SOLARES 0-50 ZONA 2,50569370,CESAR EFRAIN BARRERA Y BARRERA,RAFAELA  SÁNCHEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-2044-46,06-031,SANTA ROSA,NUEVA SANTA ROSA,CENTRO EDUCATIVO NUESTRA SEÑORA DE LA ESPERANZA,CASERIO EL CHILTEPE ALDEA CHAPAS,52004719,WENDY DAVEIBA DÁVILA HERNÁNDEZ,HECTOR  HERRERA HERRERA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
,,,,,,,,,,,,,,,,
12-01-0044-46,,SAN MARCOS,SAN MARCOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA ADSCRITO A CENTRO UNIVERSITARIO USAC JN,ZONA 2 CANTON SAN RAMON,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SAN MARCOS
12-01-0048-46,12-001,SAN MARCOS,SAN MARCOS,"INSTITUTO NORMAL MIXTO DE OCCIDENTE ""JUSTO RUFINO BARRIOS""",10A. AVENIDA 8-27 ZONA 3,77601385,ENIO RELMAN MALDONADO SOLIS,NELSON DE JESÚS BAUTISTA LÓPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0049-46,12-001,SAN MARCOS,SAN MARCOS,INSTITUTO ADOLFO V. HALL DE OCCIDENTE,3A. AVENIDA 11-154 ZONA 1,44974285,ENIO RELMAN MALDONADO SOLIS,JOSÉ JONATÁN MÉNDEZ ACEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0050-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO ""SAN MARCOS""",6A. AVENIDA 4-92 ZONA 2,77604147,HELIUV EDILZAR VASQUEZ NAVARRO,SOR CAROLINA PATRICIA MARTÍNEZ TRUJILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0051-46,12-001,SAN MARCOS,SAN MARCOS,COLEGIO PRIVADO MIXTO BACHILLERATO POR MADUREZ,8A. AVENIDA 4-21 ZONA 2,77601360,ENIO RELMAN MALDONADO SOLIS,XXXXXX,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0052-46,,SAN MARCOS,SAN MARCOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'BACHILLERATO POR MADUREZ' JN,8A. AVENIDA 4-21 ZONA 2,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SAN MARCOS
12-01-0053-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO  PARTICULAR MIXTO SAGRADO CORAZON,10A. AVENIDA 9-71 ZONA 3,77601164,JORGE EBERTO SOLORZANO SANCHEZ,MAGNOLIA ROSALETT CIFUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0054-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO  ""SAGRADO CORAZON""",10A. AVENIDA 9-71 ZONA 3,53854931,JORGE EBERTO SOLORZANO SANCHEZ,MAGNOLIA ROSALETT CIFUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0078-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PREUNIVERSITARIO ""GALILEO""","12 AVENIDA 3-33 ZONA 4, CANTON SANTO DOMINGO",77679743,HELIUV EDILZAR VASQUEZ NAVARRO,BRENDY LUCRECIA VÁSQUEZ VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0082-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",8 AV. 4-21 ZONA 2,77601549,JORGE EBERTO SOLORZANO SANCHEZ,EDGAR ROLANDO SIGÜENZA RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0085-46,12-063,SAN MARCOS,SAN MARCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LAS LAGUNAS,31110226,HELIUV EDILZAR VASQUEZ NAVARRO,ACSA ABIGAIL ARGUETA VICENTE,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0088-46,12-001,SAN MARCOS,SAN MARCOS,INSTITUTO NOMRAL MIXTO DE OCCIDENTE JUSTO,10A. AVENIDA 8-27 ZONA 3,77601385,ENIO RELMAN MALDONADO SOLIS,---,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0089-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",8 AV. 4-21 ZONA 2,77601549,JORGE EBERTO SOLORZANO SANCHEZ,EDGAR ROLANDO SIGÜENZA RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0091-46,12-025,SAN MARCOS,SAN MARCOS,INSTITUTO SAN CARLOS,COLONIA SANTA MARIA,77707449,SOFIA DEL PILAR CARREDANO ROMERO DE BARRIOS,LUIS FERNANDO RODRIGUEZ NATARENO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0092-46,12-025,SAN MARCOS,SAN MARCOS,INSTITUTO SAN CARLOS,COLONIA SANTA MARIA,77707449,SOFIA DEL PILAR CARREDANO ROMERO DE BARRIOS,LUIS FERNANDO RODRIGUEZ NATARENO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0093-46,12-063,SAN MARCOS,SAN MARCOS,INSTITUTO TECNOLOGICO PARTICULAR SAN MARCOS,CABECERA MUNICIPAL,77601015,HELIUV EDILZAR VASQUEZ NAVARRO,MANUEL EDUARDO CUSTODIO ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0096-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",1A. CALLE CALLEJÓN LA ALBORADA 1-85 ZONA 4.,77249743,JORGE EBERTO SOLORZANO SANCHEZ,LISETH MARICELA BARRIOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0100-46,12-001,SAN MARCOS,SAN MARCOS,INSTITUTO ADOLFO V. HALL DE OCCIDENTE,3AV. 11-154 ZONA 1,44974285,ENIO RELMAN MALDONADO SOLIS,JOSÉ JONATÁN MÉNDEZ ACEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0105-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",1A. CALLE CALLEJÓN LA ALBORADA1-85 ZONA 4.,77249743,JORGE EBERTO SOLORZANO SANCHEZ,LISETH MARICELA BARRIOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0108-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO CIENTIFICO INTEGRADO ""ALBERT EINSTEIN""","1RA. CALLE ENTRE 14 Y 15 AVENIDA, CALLEJON JARDINES DE VENECIA 1-89 ZONA 5",77609695,HELIUV EDILZAR VASQUEZ NAVARRO,MARIA ELENA MUÑOZ PAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0114-46,12-001,SAN MARCOS,SAN MARCOS,COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC,ALDEA SAN SEBASTIAN,57784639,ENIO RELMAN MALDONADO SOLIS,REYNA HUBERLINDA ANGEL DE LEÓN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0115-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PRIVADO URBANO MIXTO ""AMIGOS""",7A. CALLE 12-99 ZONA 4,41508727,HELIUV EDILZAR VASQUEZ NAVARRO,EDIT ORFA VÁSQUEZ OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0116-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PRIVADO URBANO MIXTO ""AMIGOS""",7A. CALLE 12-99 ZONA 4 SAN MARCOS,77603740,HELIUV EDILZAR VASQUEZ NAVARRO,EDIT ORFA VASQUEZ OROZCO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0119-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO""",ALDEA SAN ANTONIO SERCHIL,45960556,HELIUV EDILZAR VASQUEZ NAVARRO,JOSÉ LUIS RODRÍGUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0120-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PREUNIVERSITARIO ""GALILEO""",12 AVENIDA 3-33 ZONA 4 CANTON SANTO DOMINGO,77679743,HELIUV EDILZAR VASQUEZ NAVARRO,BRENDY LUCRECIA VÁSQUEZ VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0131-46,12-001,SAN MARCOS,SAN MARCOS,COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC,ALDEA SAN SEBASTIAN,57784639,ENIO RELMAN MALDONADO SOLIS,REYNA HUBERLINDA ANGEL DE LEÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0132-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",1A. CALLE CALLEJÓN LA ALBORADA 1-85 ZONA 4.,77249743,JORGE EBERTO SOLORZANO SANCHEZ,LISETH MARICELA BARRIOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0133-46,12-100,SAN MARCOS,SAN MARCOS,ESCUELA DE CIENCIAS Y LETRAS DE SAN MARCOS,ALDEA LAS LAGUNAS,49713703,JORGE EBERTO SOLORZANO SANCHEZ,ANITA DEL CARMEN RAMOS LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0139-46,12-063,SAN MARCOS,SAN MARCOS,"ESCUELA CRISTIANA ""PALABRA EN ACCIÓN""","7A. AVENIDA ""A"" 12-10 ZONA 1",77604895,HELIUV EDILZAR VASQUEZ NAVARRO,CRISTI SARAÍ MIRANDA FUENTES DE ESCALANTE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0142-46,12-086,SAN MARCOS,SAN MARCOS,"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA ""LICEO LA ESTANCIA""",CASERÍO LA ESTANCIA,50541428,JOSUE MANFREDO DE LEON LOPEZ,RONY HUMBERTO ALMENGOR MALDONADO,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0143-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PREUNIVERSITARIO ""GALILEO""",12 AVENIDA 3-33 ZONA 4 CANTON SANTO DOMINGO,77679743,HELIUV EDILZAR VASQUEZ NAVARRO,JORGE GUILLERMO OROZCO BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0144-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5TA. CALLE 9-38 ZONA 4,77609611,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEÓN OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0145-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO ""SAN MARCOS""","6A. AVENIDA 4-92,  ZONA 2",77604147,HELIUV EDILZAR VASQUEZ NAVARRO,SOR CAROLINA PATRICIA MARTÍNEZ TRUJILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0146-46,12-063,SAN MARCOS,SAN MARCOS,COLEGIO LA ASUNCIÓN,"5A. CALLE FINAL 15-575 ZONA 5 SAN MARCOS, SAN MARCOS",77605316,HELIUV EDILZAR VASQUEZ NAVARRO,ROSALINA TEODORA BAQUIAX VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0149-46,12-001,SAN MARCOS,SAN MARCOS,ESCUELA TÉCNICA DE COMPUTACIÓN,15AV. 1-177 ZONA 5,77679414,ENIO RELMAN MALDONADO SOLIS,BORIS EZEQUIEL GODÍNEZ OROZCO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0151-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PRIVADO URBANO MIXTO ""AMIGOS""",7A. CALLE 12-99 ZONA 4,77603740,HELIUV EDILZAR VASQUEZ NAVARRO,EDIT ORFA VÁSQUEZ OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0153-46,12-001,SAN MARCOS,SAN MARCOS,"COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACIÓN ""CETESC""",ALDEA SAN SEBASTIAN,57784639,ENIO RELMAN MALDONADO SOLIS,REYNA HUBERLINDA ANGEL DE LEÓN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0155-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO""",ALDEA SAN ANTONIO SERCHIL,50015525,JORGE EBERTO SOLORZANO SANCHEZ,ARGENIS OLIMPIA NAVARRO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0158-46,12-063,SAN MARCOS,SAN MARCOS,COLEGIO BILINGÜE JUAN PABLO SEGUNDO,6TA. CALLE 15-153 ZONA 4,77259502,HELIUV EDILZAR VASQUEZ NAVARRO,PATRICIA ELIZABETH ROLDAN OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0159-46,12-063,SAN MARCOS,SAN MARCOS,COLEGIO BILINGÜE JUAN PABLO SEGUNDO,6TA. CALLE 15-153 ZONA 4,77259502,HELIUV EDILZAR VASQUEZ NAVARRO,PATRICIA ELIZABETH ROLDAN OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0166-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO MIXTO EVANGÉLICO CASA DE JEHOVÁ,5TA CALLE 14-42 ZONA 5,56934853,JORGE EBERTO SOLORZANO SANCHEZ,MARÍA LORENA MONTÚFAR BOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0167-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO MIXTO EVANGÉLICO CASA DE JEHOVÁ,5TA CALLE 14-42 ZONA 5,56934853,JORGE EBERTO SOLORZANO SANCHEZ,RONY ABISAÍ MIRANDA OROZCO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0168-46,12-063,SAN MARCOS,SAN MARCOS,"ESCUELA CRISTIANA ""PALABRA EN ACCIÓN""",16 AVENIDA 5-63 ZONA 5,38880527,HELIUV EDILZAR VASQUEZ NAVARRO,JOSÉ VÍCTOR NAVARRO MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0169-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGÜE ""ADVANCE""",5TA. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GÓMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0170-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGÜE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GÓMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0171-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGÜE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GÓMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0172-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGÜE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GÓMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0173-46,12-063,SAN MARCOS,SAN MARCOS,"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""","8A. CALLE ""B"" 6-10 ZONA 2",77604294,HELIUV EDILZAR VASQUEZ NAVARRO,VICTOR ALFREDO CITÉ ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0174-46,12-109,SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CABECERA MUNICIPAL,33078722,VIOLETA FLORIDALMA FUENTES QUIROA,PATRICIA FABIOLA SHAC PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0175-46,12-109,SAN MARCOS,SAN MARCOS,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,8A. AVENIDA 9-00 ZONA 1,54176070,VIOLETA FLORIDALMA FUENTES QUIROA,ELUVIA VANESSA DE LEÓN VEGA DE ARANDI,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,SAN MARCOS
12-01-0176-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO MIXTO EVANGÉLICO ""CASA DE JEHOVÁ""",5TA. CALLE 14-42 ZONA 5,56934853,JORGE EBERTO SOLORZANO SANCHEZ,MARÍA LORENA MONTÚFAR BOJ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0177-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO BILINGÜE MONTESSORI,5TA. CALLE 14-291 ZONA 5,77606792,JORGE EBERTO SOLORZANO SANCHEZ,MIGUEL ERNESTO BARRERA DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0178-46,12-109,SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,8A. AVENIDA 9-00 ZONA 1,45169723,VIOLETA FLORIDALMA FUENTES QUIROA,RONY GUÉLMAN CARRETO AGUILAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0180-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5A. CALLE 9-38 ZONA 4,77609611,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEÓN OVALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS
12-01-0183-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZÓN""","10AV. 9-71, ZONA 3",30162378,JORGE EBERTO SOLORZANO SANCHEZ,MAGNOLIA ROSALETT CIFUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS
12-01-0184-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZÓN""","10AV. 9-71, ZONA 3",30162378,JORGE EBERTO SOLORZANO SANCHEZ,MAGNOLIA ROSALETT CIFUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
