DEPARTAMENTO,MUNICIPIO,DISTRITO,ESTABLECIMIENTO,ESTABLECIMIENTO_NORM,DIRECCION,DIRECCION_NORM,TELEFONO,TELEFONO_ESTD,TELEFONOS_LIST,CODIGO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,PORCENTAJE_FALTANTE,CLAVE_BLOQUEO
CIUDAD CAPITAL,ZONA 10,01-508,INSTITUTO FRANCES  JULIO VERNE,FRANCES JULIO VERNE,18 CALLE 24-20,18 CALLE 24 20,23372780,23372780,23372780,00-10-2253-46,MANUEL MARIA CANO CASTRO,EUGENIA REICHE CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|FRANCES JULIO VE|18 CALLE 24 
CIUDAD CAPITAL,ZONA 10,01-503,HAN AL INTERNACIONAL,HAN AL INTERNACIONAL,15 CALLE 3-16,15 CALLE 3 16,23140101,23140101,23140101,00-10-0046-46,NANCY CAROLINA NAVAS GONZÁLEZ,BRENDA LIGIA ZIMERI GIRÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|HAN AL INTERNACI|15 CALLE 3 1
CIUDAD CAPITAL,ZONA 10,01-505,COLEGIO INTERNACIONAL SEK GUATEMALA,INTERNACIONAL SEK GUATEMALA,2AV. 2-60,2AVENIDA 2 60,23610745,23610745,23610745,00-10-9476-46,MARIA TERESA MILIAN AVILES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,5.88235294117647,ZONA 10|INTERNACIONAL SE|2AVENIDA 2 6
CIUDAD CAPITAL,ZONA 10,01-503,COLEGIO LA ACADEMIA,LA ACADEMIA,13 CALLE 6-91,13 CALLE 6 91,23323279,23323279,23323279,00-10-0015-46,NANCY CAROLINA NAVAS GONZÁLEZ,MARILYN TATIANA SALGUERO ROLDAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|LA ACADEMIA|13 CALLE 6 9
CIUDAD CAPITAL,ZONA 10,01-503,COLEGIO LA ASUNCION,LA ASUNCION,"7A AVENIDA 11-55, INTERIOR FINCA LAS MARGARITAS",SÉPTIMA AVENIDA 11 55 INTERIOR FINCA LAS MARGARITAS,23889500,23889500,23889500,00-10-0764-46,NANCY CAROLINA NAVAS GONZÁLEZ,LILIAN ELIZETH GÓMEZ AQUINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|LA ASUNCION|SÉPTIMA AVEN
CIUDAD CAPITAL,ZONA 10,01-503,ESCUELA LA SAGRADA FAMILIA,LA SAGRADA FAMILIA,15 CALE 21-79,15 CALE 21 79,23671770,23671770,23671770,00-10-0018-46,NANCY CAROLINA NAVAS GONZÁLEZ,AURA MARINA IXTECOC VINO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|LA SAGRADA FAMIL|15 CALE 21 7
CIUDAD CAPITAL,ZONA 10,01-503,COLEGIO LOS ARCOS,LOS ARCOS,10 CALLE 2-68,10 CALLE 2 68,23312914,23312914,23312914,00-10-6931-46,NANCY CAROLINA NAVAS GONZÁLEZ,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|LOS ARCOS|10 CALLE 2 6
CIUDAD CAPITAL,ZONA 10,01-501,MONTANO COLLEGE,MONTANO COLLEGE,6A AVE. 11-39,6A AVE 11 39,23261515,23261515,23261515,00-10-0775-46,JULIO JACOBO GIL URBINA,MARIO ROMAN AGUILAR BURGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|MONTANO COLLEGE|6A AVE 11 39
CIUDAD CAPITAL,ZONA 10,01-503,COLEGIO MONTE ALTO,MONTE ALTO,13 CALLE 6-91,13 CALLE 6 91,23320708,23320708,23320708,00-10-7591-46,NANCY CAROLINA NAVAS GONZÁLEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,5.88235294117647,ZONA 10|MONTE ALTO|13 CALLE 6 9
CIUDAD CAPITAL,ZONA 10,01-405,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL CAMPERO,OCUPACIONAL EXPERIMENTAL CAMPERO,1A. AVENIDA 9-23,1A AVENIDA 9 23,22699550,22699550,22699550,00-10-0026-46,BLANCA SARAI GUTIERREZ PINEDA,ANNABELLA  CORDÓN CAMPOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA|MATUTINA|SIN JORNADA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|OCUPACIONAL EXPE|1A AVENIDA 9
CIUDAD CAPITAL,ZONA 10,01-102,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA COLEGIO WHITMAN,PARA SENORITAS DE EDUCACION DIVERSIFICADA WHITMAN,13 CALLE 7-74,13 CALLE 7 74,,SIN_TELEFONO,,00-10-0766-46,ZIZI ARELY LOPEZ CHINCHILLA,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,5.88235294117647,ZONA 10|PARA SENORITAS D|13 CALLE 7 7
CIUDAD CAPITAL,ZONA 10,,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA 'LICEO SECRETARIAL BILINGUE',PARA SENORITAS DE EDUCACION DIVERSIFICADA 'LICEO SECRETARIAL BILINGUE',20 CALLE 26-30 ZONA 10,20 CALLE 26 30 ZONA 10,,SIN_TELEFONO,,00-10-0765-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,23.52941176470588,ZONA 10|PARA SENORITAS D|20 CALLE 26 
CIUDAD CAPITAL,ZONA 10,01-503,COLEGIO PARROQUIAL NUESTRA SEÑORA DE GUADALUPE,PARROQUIAL NUESTRA SENORA DE GUADALUPE,16 AVENIDA 18-28,16 AVENIDA 18 28,23683379,23683379,23683379,00-10-8212-46,NANCY CAROLINA NAVAS GONZÁLEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,5.88235294117647,ZONA 10|PARROQUIAL NUEST|16 AVENIDA 1
CIUDAD CAPITAL,ZONA 10,01-101,COLEGIO PIERMOUNT,PIERMOUNT,ZONA 10,ZONA 10,,SIN_TELEFONO,,00-10-0006-46,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,5.88235294117647,ZONA 10|PIERMOUNT|ZONA 10
CIUDAD CAPITAL,ZONA 10,01-503,ESCUELA POLITÉCNICA,POLITECNICA,3A. CALLE 1-58,3A CALLE 1 58,23758282,23758282,23758282,00-10-0033-46,NANCY CAROLINA NAVAS GONZÁLEZ,DORIS ZUNÚN CARRERA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|POLITECNICA|3A CALLE 1 5
CIUDAD CAPITAL,ZONA 10,,COLEGIO PSICOPEDAGOGICO 'SALVADOR HUGUET',PSICOPEDAGOGICO 'SALVADOR HUGUET',13 AV. 15-31 ZONA 10,13 AVENIDA 15 31 ZONA 10,23680920,23680920,23680920,00-10-7110-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,17.647058823529413,ZONA 10|PSICOPEDAGOGICO |13 AVENIDA 1
CIUDAD CAPITAL,ZONA 10,01-503,CENTRO EDUCATIVO SUPERACION 'GALILEO',SUPERACION 'GALILEO',2A. AV. 10-43,2A AVENIDA 10 43,22053215,22053215,"22053215,23325906",00-10-8940-46,NANCY CAROLINA NAVAS GONZÁLEZ,ERICKA BRISEIDA MILIAN CANTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|SUPERACION 'GALI|2A AVENIDA 1
CIUDAD CAPITAL,ZONA 10,01-405,CENTRO EDUCATIVO SUPERACION  GALILEO,SUPERACION GALILEO,2A. AVENIDA 10-43,2A AVENIDA 10 43,23610705,23610705,23610705,00-10-8124-46,BLANCA SARAI GUTIERREZ PINEDA,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|SUPERACION GALIL|2A AVENIDA 1
CIUDAD CAPITAL,ZONA 10,01-,COLEGIO TECNICO COMERCIAL BILINGUE,TECNICO COMERCIAL BILINGUE,3A. CALLE 1-61 ZONA 10,3A CALLE 1 61 ZONA 10,33267143,33267143,33267143,00-10-2959-46,MARIA FELICITA ROQUE CARRERA,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|TECNICO COMERCIA|3A CALLE 1 6
CIUDAD CAPITAL,ZONA 10,01-405,COLEGIO TECNICO DE COMERCIO,TECNICO DE COMERCIO,16 AV. 17-65,16 AVENIDA 17 65,23681394,23681394,23681394,00-10-9231-46,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,5.88235294117647,ZONA 10|TECNICO DE COMER|16 AVENIDA 1
CIUDAD CAPITAL,ZONA 10,,INSTITUTO TECNICO FEMENIÑO NOCTURNO,TECNICO FEMENINO NOCTURNO,6A. AVE. 3-66,6A AVE 3 66,,SIN_TELEFONO,,00-10-4017-46,,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,23.52941176470588,ZONA 10|TECNICO FEMENINO|6A AVE 3 66
CIUDAD CAPITAL,ZONA 10,01-503,COLEGIO TECNOLOGICO CREATIVO LOS PROCERES,TECNOLOGICO CREATIVO LOS PROCERES,6A. AVENIDA 16-76,6A AVENIDA 16 76,23667821-22,23667821,23667821,00-10-7534-46,NANCY CAROLINA NAVAS GONZÁLEZ,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,0.0,ZONA 10|TECNOLOGICO CREA|6A AVENIDA 1
CIUDAD CAPITAL,ZONA 10,01-405,COLEGIO VANGUARDIA GLOBAL,VANGUARDIA GLOBAL,13 CALLE 6-91,13 CALLE 6 91,41224636,41224636,41224636,00-10-0048-46,BLANCA SARAI GUTIERREZ PINEDA,MÁRILYN TATIANA SALGUERO ROLDÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA ORIENTE,0.0,ZONA 10|VANGUARDIA GLOBA|13 CALLE 6 9
CIUDAD CAPITAL,ZONA 11,01-640,"""CEEX - SECRETARIA DE BIENESTAR SOCIAL DE LA PRESIDENCIA DE LA REPÚBLICA"", SEDE COLONIA LAS CHARCAS","""CEEX SECRETARIA DE BIENESTAR SOCIAL DE LA PRESIDENCIA DE LA REPUBLICA"" SEDE COLONIA LAS CHARCAS",32A. CALLE 9-34,32A CALLE 9 34,42209306,42209306,42209306,00-11-0091-46,ELISEO DANIEL ALVAREZ NATARENO,SUSAN GLORIANA SALAZAR FIGUEROA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA SUR,0.0,"ZONA 11|""CEEX SECRETARIA|32A CALLE 9 "
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO 'JACQUES COUSTEAU','JACQUES COUSTEAU',18 CALLE 7-46 COLONIA MARISCAL,18 CALLE 7 46 COLONIA MARISCAL,24730608,24730608,24730608,00-11-8279-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ROSE MARY BARZANALLANA SOLÓRZANO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|'JACQUES COUSTEA|18 CALLE 7 4
CIUDAD CAPITAL,ZONA 11,01-218,COLEGIO ADLERIANO,ADLERIANO,17 AVENIDA 27-80 LAS CHARCAS,17 AVENIDA 27 80 LAS CHARCAS,24420933,24420933,24420933,00-11-2271-46,BENIGNO ISAIAS DE LEON OROZCO,MARIA DEL ROSARIO LOPEZ ESCOBAR DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|ADLERIANO|17 AVENIDA 2
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO  ALEMAN DE GUATEMALA,ALEMAN DE GUATEMALA,"DIAGONAL 21, 19-20",DIAGONAL 21 19 20,22683333,22683333,22683333,00-11-0854-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ESWIN NOE ROSALES LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|ALEMAN DE GUATEM|DIAGONAL 21 
CIUDAD CAPITAL,ZONA 11,01-,LICEO ALPHA,ALPHA,"21 CALLE 13-17 ZONA 11, COLONIA MARISCAL",21 CALLE 13 17 ZONA 11 COLONIA MARISCAL,,SIN_TELEFONO,,00-11-3122-46,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,11.76470588235294,ZONA 11|ALPHA|21 CALLE 13 
CIUDAD CAPITAL,ZONA 11,01-210,COLEGIO AMERICANO PREUNIVERSITARIO,AMERICANO PREUNIVERSITARIO,"39 CALLE 10-91, LAS CHARCAS",39 CALLE 10 91 LAS CHARCAS,4764442/43/38/30,SIN_TELEFONO,,00-11-9211-46,DINIZ ORALIA MORALES MUÑOZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,ZONA 11|AMERICANO PREUNI|39 CALLE 10 
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO NACIONAL AMERICANO,AMERICANO,13 CALLE 5-60,13 CALLE 5 60,24628700,24628700,24628700,00-11-0067-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ANA MARÍA LEZANA MINERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|AMERICANO|13 CALLE 5 6
CIUDAD CAPITAL,ZONA 11,01-209,CENTRO EDUCATIVO APOYATE EN MI,APOYATE EN MI,"21 CALLE, 13-17, COLONIA MARISCAL",21 CALLE 13 17 COLONIA MARISCAL,24746034,24746034,24746034,00-11-0027-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MARIA LOURDES GARCIA MUÑOZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|APOYATE EN MI|21 CALLE 13 
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO BENTHAM,BENTHAM,33 CALLE 9-29,33 CALLE 9 29,24731901,24731901,24731901,00-11-9833-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,ZONA 11|BENTHAM|33 CALLE 9 2
CIUDAD CAPITAL,ZONA 11,01-209,"COLEGIO MIXTO BILINGUE  ""EL PRADO""","BILINGUE ""EL PRADO""",28 CALLE 7-58,28 CALLE 7 58,22046444,22046444,22046444,00-11-0847-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,JOSÉ DANIEL GARCÍA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,"ZONA 11|BILINGUE ""EL PRA|28 CALLE 7 5"
CIUDAD CAPITAL,ZONA 11,,COLEGIO MIXTO BILINGUE 'SANTA MARIA',BILINGUE 'SANTA MARIA',CALZADA ROOSVELT 38-91 ZONA 11,CALZADA ROOSVELT 38 91 ZONA 11,,SIN_TELEFONO,,00-11-2938-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,23.52941176470588,ZONA 11|BILINGUE 'SANTA |CALZADA ROOS
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO BILINGUE CUMBRE DEL REINO (KINDOM PEAK),BILINGUE CUMBRE DEL REINO KINDOM PEAK,18 CALLE 09-68,18 CALLE 09 68,24733795,24733795,24733795,00-11-0055-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,OSCAR ENRIQUE SÁNCHEZ SIGÜENZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|BILINGUE CUMBRE |18 CALLE 09 
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO BILINGUE CUMBRE DEL RIO (KINGDOM),BILINGUE CUMBRE DEL RIO KINGDOM,18 CALLE 9-68,18 CALLE 9 68,47700406,47700406,47700406,00-11-0054-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,OSCAR SANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|BILINGUE CUMBRE |18 CALLE 9 6
CIUDAD CAPITAL,ZONA 11,01-210,COLEGIO MIXTO BILINGUE  LAS AMERICAS,BILINGUE LAS AMERICAS,"DIAGONAL 17, 29-41",DIAGONAL 17 29 41,,SIN_TELEFONO,,00-11-3073-46,DINIZ ORALIA MORALES MUÑOZ,MARIA DEL ROSARIO LOPEZ ESCOBAR DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,ZONA 11|BILINGUE LAS AME|DIAGONAL 17 
CIUDAD CAPITAL,ZONA 11,01-210,LICEO BILINGUE LAS NACIONES,BILINGUE LAS NACIONES,17 CALLE 6-10 COLONIA MARISCAL,17 CALLE 6 10 COLONIA MARISCAL,24731585-24745554,24731585,24731585,00-11-8418-46,DINIZ ORALIA MORALES MUÑOZ,LILIAN ELISABETH RODRÍGUEZ PINEDA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|BILINGUE LAS NAC|17 CALLE 6 1
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO BILINGUE MONTE AMERICANO,BILINGUE MONTE AMERICANO,18 AVE 9-36 COLONIA MIRAFLORES,18 AVE 9 36 COLONIA MIRAFLORES,24728863,24728863,24728863,00-11-2803-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,VIRGINIA GUADALUPE LEIVA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|BILINGUE MONTE A|18 AVE 9 36 
CIUDAD CAPITAL,ZONA 11,01-101,COLEGIO BILINGUE MONTE AMERICANO,BILINGUE MONTE AMERICANO,"18 AVENIDA 9-36 ZONA 11, COLONIA MIRAFLORES",18 AVENIDA 9 36 ZONA 11 COLONIA MIRAFLORES,,SIN_TELEFONO,,00-11-0009-46,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,ZONA 11|BILINGUE MONTE A|18 AVENIDA 9
CIUDAD CAPITAL,ZONA 11,01-209,COLEGIO MIXTO CAPOUILLIEZ,CAPOUILLIEZ,30 A. 7-77 Y 8-48 ZONA 11,30 A 7 77 Y 8 48 ZONA 11,59180175,59180175,59180175,00-11-0856-46,MIRIAM DEL CARMEN OROZCO HERNANDEZ,SANDRA DEL CARMEN MÉRIDA MENCOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|CAPOUILLIEZ|30 A 7 77 Y 
CIUDAD CAPITAL,ZONA 11,01-640,CEEX-FORT LIC. ELISEO DANIEL ALVAREZ NATARENO,CEEX FORT LIC ELISEO DANIEL ALVAREZ NATARENO,51 CALLE 4-96 COLONIA CASTAÑAS ZONA 11,51 CALLE 4 96 COLONIA CASTANAS ZONA 11,41206441,41206441,41206441,00-11-0068-46,ELISEO DANIEL ALVAREZ NATARENO,LUIS ALFREDO ROJAS ROJAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,0.0,ZONA 11|CEEX FORT LIC EL|51 CALLE 4 9
CIUDAD CAPITAL,ZONA 11,01-641,COLEGIO CRECEMOS+,CRECEMOS+,"30 AVENIDA 9-96 ZONA 11 GUATEMALA, GUATEMALA",30 AVENIDA 9 96 ZONA 11 GUATEMALA GUATEMALA,25093547,25093547,25093547,00-11-0097-46,MILTON ALONSO ALVAREZ FUENTES,KARLA NOEMÍ ALVAREZ FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,0.0,ZONA 11|CRECEMOS+|30 AVENIDA 9
CIUDAD CAPITAL,ZONA 11,01-210,COLEGIO CRISTIANO TECNICO-ADMINISTRATIVO,CRISTIANO TECNICO ADMINISTRATIVO,10 AVE. 30-81 COLONIA LAS CHARCAS,10 AVE 30 81 COLONIA LAS CHARCAS,24765757,24765757,24765757,00-11-8424-46,DINIZ ORALIA MORALES MUÑOZ,...,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|CRISTIANO TECNIC|10 AVE 30 81
CIUDAD CAPITAL,ZONA 11,01-218,COLEGIO CENTRO DE ASISTENCIA Y REFUERZO ESCOLAR CARES,DE ASISTENCIA Y REFUERZO ESCOLAR CARES,"19 AVENIDA 9-86, COLONIA MIRAFLORES",19 AVENIDA 9 86 COLONIA MIRAFLORES,24743556,24743556,24743556,00-11-7815-46,BENIGNO ISAIAS DE LEON OROZCO,----MARIA DEL ROSARIO LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|DE ASISTENCIA Y |19 AVENIDA 9
CIUDAD CAPITAL,ZONA 11,01-110,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  LICEO LAFAYETTE,DE EDUCACION DIVERSIFICADA LAFAYETTE,14 AVE. 6-91 ZONA 11,14 AVE 6 91 ZONA 11,,SIN_TELEFONO,,00-11-0859-46,ZUHILEM YESENIA ESTRADA ORTIZ,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,ZONA 11|DE EDUCACION DIV|14 AVE 6 91 
CIUDAD CAPITAL,ZONA 11,,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'COLEGIO PROFESIONAL EN COMPUTACION S.A.',DE EDUCACION DIVERSIFICADA 'COLEGIO PROFESIONAL EN COMPUTACION S A ',16 CALLE 6-30 ZONA 11 COLONIA MARISCAL,16 CALLE 6 30 ZONA 11 COLONIA MARISCAL,,SIN_TELEFONO,,00-11-2537-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,23.52941176470588,ZONA 11|DE EDUCACION DIV|16 CALLE 6 3
CIUDAD CAPITAL,ZONA 11,01-408,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  LIC. EMILIO ARENALES CATALAN,DE EDUCACION DIVERSIFICADA LIC EMILIO ARENALES CATALAN,2A AVE. 4-21 ZONA 11,2A AVE 4 21 ZONA 11,24723222,24723222,24723222,00-11-2409-46,MANUEL MARIA CANO CASTRO,-----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|DE EDUCACION DIV|2A AVE 4 21 
CIUDAD CAPITAL,ZONA 11,01-210,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA BILINGUE SAN FRANCISCO ZAMORANO,DE EDUCACION DIVERSIFICADA BILINGUE SAN FRANCISCO ZAMORANO,"3A CALLE 35-87, COLONIA UTATLAN II",3A CALLE 35 87 COLONIA UTATLAN II,55993423,55993423,55993423,00-11-2535-46,DINIZ ORALIA MORALES MUÑOZ,------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,ZONA 11|DE EDUCACION DIV|3A CALLE 35 
